numenc;grupo;material;servico;descricao_servico;unidade_medida;qtde_prevista
4110198135;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;2.00
4110198135;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
4110199131;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;87.00
4110200130;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;78.00
4110201136;ADVERTENCIA,PLACAS DE;RUA SEM SAIDA;substituir;SUBSTITUIR;un;1.00
4110201136;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;2.00
4110201136;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;6.00
4110201136;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;1.00
4110201136;REGULAMENTACAO, PLACAS DE;PROIBIDO TRANSITO DE VEICULOS DE CARGA;substituir;SUBSTITUIR;un;1.00
4110203139;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;45.00
4110203139;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;14.40
4110203139;HOT-SPRAY;HOT SPRAY;repint fxl;REPINTAR FAIXAS E LINHAS;m2;12.00
4110203139;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;1.60
4110205131;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;48.00
4110206138;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;22.00
4110206138;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;5.50
4110206138;HOT-SPRAY;HOT SPRAY;repint fxl;REPINTAR FAIXAS E LINHAS;m2;6.00
4110209137;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;16.00
4110209137;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;51.00
4110209137;HOT-SPRAY;HOT SPRAY;repint fxl;REPINTAR FAIXAS E LINHAS;m2;15.80
4110209137;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;4.50
4110211131;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
4110211131;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - NA LINHA BRANCA -  POR 15 MINUTOS - PISCA ALERTA ACESO - 2ª A 6ª - COM 01 HORARIO;colocar;COLOCAR;un;1.00
4110211131;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;2.00
4110213134;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª com 01 horário;remanejar;REMANEJAR;un;1.00
4110213134;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª com 01 horário;reposic;REPOSICIONAR;un;1.00
4110215137;ADVERTENCIA,PLACAS DE;Área Escolar;colocar;COLOCAR;un;2.00
4110216133;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;15.04
4110216133;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;18.02
4210011134;REGULAMENTACAO, PLACAS DE;Estacionamento Proibido - Segunda a Sexta - 17h30 as 20h;colocar;COLOCAR;un;2.00
4210011134;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - CARGA E DESCARGA - PERMITIDA - COM HORARIO;retirar;RETIRAR;un;2.00
4210016136;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - A... METROS;colocar;COLOCAR;un;1.00
4210016136;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - PROXIMA QUADRA;colocar;COLOCAR;un;1.00
4210016136;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - PROXIMA QUADRA;retirar;RETIRAR;un;1.00
4210016136;ADVERTENCIA,PLACAS DE;MAO DUPLA ADIANTE;colocar;COLOCAR;un;1.00
4210016136;ADVERTENCIA,PLACAS DE;MAO DUPLA ADIANTE;retirar;RETIRAR;un;1.00
4210016136;ADVERTENCIA,PLACAS DE;SALIENCIA OU LOMBADA;colocar;COLOCAR;un;1.00
4210016136;ADVERTENCIA,PLACAS DE;Área Escolar;substituir;SUBSTITUIR;un;1.00
4210016136;BRAÇOS;"BRAÇO PROJETADO EM SPU ( ALTURA LIVRE = 4,5 M ) - BR 3"" X 2.70 M";colocar;COLOCAR;un;2.00
4210016136;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO -  A _____ ° NA VAGA DELIMITADA;colocar;COLOCAR;un;3.00
4210016136;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO EM ANGULO - PROIBIDO NAS FAIXAS AMARELAS;retirar;RETIRAR;un;3.00
4210016136;REGULAMENTACAO, PLACAS DE;Estacionamento Regulamentado -  A __° - Qualquer Hora na vaga delimitada - Veículo Escolar - com 03 horários;colocar;COLOCAR;un;1.00
4210016136;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;substituir;SUBSTITUIR;un;1.00
4210016136;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;25.00
4210018139;REGULAMENTACAO, PLACAS DE;CARGA E DESCASGA - PERMITIDA;retirar;RETIRAR;un;1.00
4210018139;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;retirar;RETIRAR;un;1.00
4210018139;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
4210019135;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;1.00
4210019135;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
4210019135;REGULAMENTACAO, PLACAS DE;VELOCIDADE MÁXIMA PERMITIDA - 40km/h;remanejar;REMANEJAR;un;1.00
4210019135;REGULAMENTACAO, PLACAS DE;VELOCIDADE MÁXIMA PERMITIDA - 60km/h;remanejar;REMANEJAR;un;1.00
4210020133;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta de posicionamento;retirar;RETIRAR;un;1.00
4210020133;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - PROXIMOS...M;substituir;SUBSTITUIR;un;1.00
4210020133;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à esquerda;substituir;SUBSTITUIR;un;1.00
4210020133;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à esquerda;colocar;COLOCAR;un;1.00
4210020133;BRAÇOS;"BANDEIRA SIMPLES ( ALTURA LIVRE = 4,5 M ) - BR PR 3"" X 3.15 M";retirar;RETIRAR;un;1.00
4210020133;COLUNAS;"BANDEIRA SIMPLES ( ALTURA LIVRE = 4,5 M ) - COL 4"" X 5.25 M";retirar;RETIRAR;pc;1.00
4210020133;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
4210020133;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
4210020133;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - POR 15 MINUTOS COM PISCA ALERTA ACESO - C/ HORARIO;remanejar;REMANEJAR;un;1.00
4210021130;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;1.00
4210021130;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;1.00
4210021130;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
4210023132;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;2.00
4210023132;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;1.00
4210023132;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;substituir;SUBSTITUIR;un;1.00
4210023132;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;1.00
4210023132;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
4210028134;EXTRUDADO;EXTRUDADO;apagar;APAGAR;m2;6.80
4210028134;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;91.00
4210028134;EXTRUDADO;EXTRUDADO;repint slg;REPINTAR SIMBOLOS E LEGENDAS;m2;5.90
4210028134;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;14.50
4210028134;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;6.00
4210059137;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - A... METROS;colocar;COLOCAR;un;5.00
4210059137;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - A... METROS;retirar;RETIRAR;un;1.00
4210059137;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - PROXIMA QUADRA;colocar;COLOCAR;un;1.00
4210059137;ADVERTENCIA,PLACAS DE;ESTREITAMENTO DE PISTA A ESQUERDA;colocar;COLOCAR;un;3.00
4210059137;ADVERTENCIA,PLACAS DE;INTERSECAO EM CIRCULO;retirar;RETIRAR;un;1.00
4210059137;ADVERTENCIA,PLACAS DE;MAO DUPLA ADIANTE;colocar;COLOCAR;un;2.00
4210059137;ADVERTENCIA,PLACAS DE;SEMÁFORO À FRENTE;colocar;COLOCAR;un;3.00
4210059137;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;14.00
4210059137;EXTRUDADO;EXTRUDADO;apagar;APAGAR;m2;12.00
4210059137;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;245.00
4210059137;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;5.44
4210059137;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;44.00
4210059137;REGULAMENTACAO, PLACAS DE;MAO DUPLA;colocar;COLOCAR;un;4.00
4210059137;REGULAMENTACAO, PLACAS DE;PARADA OBRIGATORIA;retirar;RETIRAR;un;2.00
4210059137;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;remanejar;REMANEJAR;un;1.00
4210059137;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;retirar;RETIRAR;un;1.00
4210059137;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;substituir;SUBSTITUIR;un;1.00
4210059137;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;1.00
4210059137;REGULAMENTACAO, PLACAS DE;PROIBIDO VIRAR A DIREITA;colocar;COLOCAR;un;1.00
4210059137;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;substituir;SUBSTITUIR;un;3.00
4210059137;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;colocar;COLOCAR;un;9.00
4210059137;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;retirar;RETIRAR;un;1.00
4210059137;REGULAMENTACAO, PLACAS DE;"SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO - "" DE A PREFERÊNCIA """;remanejar;REMANEJAR;un;1.00
4210059137;REGULAMENTACAO, PLACAS DE;"SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO - "" DE A PREFERÊNCIA """;retirar;RETIRAR;un;1.00
4210059137;REGULAMENTACAO, PLACAS DE;Sentido Proibido;colocar;COLOCAR;un;4.00
4210059137;REGULAMENTACAO, PLACAS DE;"Sinalização Vertical de Regulamentação - ""Proibido Retornar à Esquerda""";colocar;COLOCAR;un;1.00
4210059137;TINTA A FRIO;TINTA A FRIO;repint slg;REPINTAR SIMBOLOS E LEGENDAS;m2;10.00
4210059137;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;7.00
4210082139;BRAÇOS;"BRAÇO PROJETADO EM SPU ( ALTURA LIVRE = 4,5 M ) - BR 3"" X 2.70 M";colocar;COLOCAR;un;1.00
4210082139;ESPECIAIS,PLACAS;SO PARA CONVERSOES A DIREITA;colocar;COLOCAR;un;1.00
4210082139;EXTRUDADO;EXTRUDADO;apagar;APAGAR;m2;1.10
4210082139;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;15.00
4210082139;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;1.10
4210082139;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;14.00
4210091138;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;29.50
4210091138;EXTRUDADO;EXTRUDADO;apagar;APAGAR;m2;29.50
4210091138;OBRAS;;g.7.2;ARRANCAMENTO DE GUIAS PARA REAPROVEITAMENTO NO MESMO CANTEIRO.;m;6.50
4210091138;OBRAS;;g.7.4.1;CONSTRUCAO DE GUIAS APROVEITANDO AS GUIAS RETIRADAS.;m;8.00
4210091138;OBRAS;;g.9.6;CAPA DE CONCRETO ASFALTICO USINADO A QUENTE;m3;2.40
4210098132;ADVERTENCIA,PLACAS DE;Saliência ou Lombada- Seta à direita;retirar;RETIRAR;un;2.00
4210098132;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à esquerda;retirar;RETIRAR;un;2.00
4210098132;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;3.00
4210110132;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;2.00
4210110132;REGULAMENTACAO, PLACAS DE;Sentido Proibido;reposic;REPOSICIONAR;un;1.00
4210116130;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;2.00
4210116130;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - EXCETO ÔNIBUS - ÍNICIO  ;colocar;COLOCAR;un;1.00
4210116130;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                     PROIBIDO ESTACIONAR - EXCETO ÔNIBUS - TÉRMINO;colocar;COLOCAR;un;1.00
4210119130;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
4210119130;ESPECIAIS,PLACAS;Seja Breve no Embarque e Desembarque;colocar;COLOCAR;un;1.00
4210119130;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;3.68
4210119130;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - NA LINHA AMARELA COM HORARIO;colocar;COLOCAR;un;1.00
4210147133;ADVERTENCIA,PLACAS DE;ESTREITAMENTO DE PISTA A ESQUERDA;colocar;COLOCAR;un;1.00
4210147133;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à esquerda;remanejar;REMANEJAR;un;1.00
4210147133;ADVERTENCIA,PLACAS DE;Área Escolar;colocar;COLOCAR;un;1.00
4210147133;ADVERTENCIA,PLACAS DE;Área Escolar;recolocar;RECOLOCAR;un;1.00
4210147133;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";recolocar;RECOLOCAR;pc;1.00
4210147133;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";refixar;REFIXAR;pc;1.00
4210147133;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
4210147133;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";substituir;SUBSTITUIR;pc;1.00
4210147133;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;2.00
4210147133;ESPECIAIS,PLACAS;Seja Breve no Embarque e Desembarque;colocar;COLOCAR;un;2.00
4210147133;ESPECIAIS,PLACAS;NUNCA FECHE O CRUZAMENTO;substituir;SUBSTITUIR;un;1.00
4210147133;EXTRUDADO;EXTRUDADO;repint slg;REPINTAR SIMBOLOS E LEGENDAS;m2;48.33
4210147133;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;581.96
4210147133;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;2.04
4210147133;HOT-SPRAY;HOT SPRAY;repint fxl;REPINTAR FAIXAS E LINHAS;m2;37.03
4210147133;PRISMAS;PRISMA DE CONCRETO;repintar;REPINTAR;un;20.00
4210147133;PRISMAS;PRISMA DE CONCRETO;refixar;REFIXAR;un;2.00
4210147133;PRISMAS;PRISMA DE CONCRETO;recolocar;RECOLOCAR;un;12.00
4210147133;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - NA LINHA BRANCA - POR ______ MINUTOS - PISCA ALERTA ACESO;retirar;RETIRAR;un;2.00
4210147133;REGULAMENTACAO, PLACAS DE;MAO DUPLA;substituir;SUBSTITUIR;un;2.00
4210147133;REGULAMENTACAO, PLACAS DE;PARADA OBRIGATORIA;substituir;SUBSTITUIR;un;3.00
4210147133;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;substituir;SUBSTITUIR;un;2.00
4210147133;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - NA LINHA AMARELA COM HORARIO;colocar;COLOCAR;un;1.00
4210147133;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;remanejar;REMANEJAR;un;1.00
4210147133;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;substituir;SUBSTITUIR;un;2.00
4210147133;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª - 02 horários;colocar;COLOCAR;un;1.00
4210147133;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
4210147133;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;recolocar;RECOLOCAR;un;1.00
4210147133;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;substituir;SUBSTITUIR;un;5.00
4210147133;REGULAMENTACAO, PLACAS DE;Sentido Proibido;substituir;SUBSTITUIR;un;1.00
4210147133;REGULAMENTACAO, PLACAS DE;VELOCIDADE MÁXIMA PERMITIDA - 30km/h;recolocar;RECOLOCAR;un;1.00
4210147133;REGULAMENTACAO, PLACAS DE;VELOCIDADE MÁXIMA PERMITIDA - 30km/h;colocar;COLOCAR;un;1.00
4210147133;TACHOES;TACHAO BIDIRECIONAL  AMARELO  - TIPO I;recolocar;RECOLOCAR;pc;26.00
4210147133;TACHOES;TACHAO BIDIRECIONAL  AMARELO  - TIPO I;substituir;SUBSTITUIR;pc;10.00
4210147133;TACHOES;TACHAO MONODIRECIONAL  AMARELO  - TIPO I;recolocar;RECOLOCAR;pc;24.00
4210156132;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
4210156132;ESPECIAIS,PLACAS;Seja Breve no Embarque e Desembarque;colocar;COLOCAR;un;1.00
4210156132;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;2.48
4210156132;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - COM HORARIO;colocar;COLOCAR;un;1.00
4210165131;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;23.80
4210165131;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - NA LINHA BRANCA -  POR 15 MINUTOS - PISCA ALERTA ACESO - 2ª A 6ª - COM 01 HORARIO;colocar;COLOCAR;un;1.00
4210165131;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - NA LINHA BRANCA - VEICULO ESCOLAR - COM 03 HORARIOS;colocar;COLOCAR;un;1.00
4310001149;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à esquerda;colocar;COLOCAR;un;1.00
4310001149;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
4310001149;ESPECIAIS,PLACAS;Seja Breve no Embarque e Desembarque;remanejar;REMANEJAR;un;1.00
4310001149;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - NA LINHA BRANCA - VEICULO ESCOLAR - COM 03 HORARIOS;colocar;COLOCAR;un;1.00
4310001149;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;remanejar;REMANEJAR;un;1.00
4310001149;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;10.68
4310001149;TINTA A FRIO;TINTA A FRIO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;12.03
4310004148;EXTRUDADO;EXTRUDADO;repint slg;REPINTAR SIMBOLOS E LEGENDAS;m2;15.79
4310004148;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;152.60
4310004148;EXTRUDADO;EXTRUDADO;apagar;APAGAR;m2;2.00
4310004148;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;67.15
4310004148;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;362.40
4310004148;HOT-SPRAY;HOT SPRAY;repint fxl;REPINTAR FAIXAS E LINHAS;m2;48.80
4310004148;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;748.50
4310004148;TACHOES;TACHAO BIDIRECIONAL  AMARELO  - TIPO I;colocar;COLOCAR;pc;135.00
4310004148;TINTA A FRIO;TINTA A FRIO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;120.80
4310006132;REGULAMENTACAO, PLACAS DE; SOMENTE EMBARQUE E DESEMBARQUE ;colocar;COLOCAR;un;1.00
4310006132;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - NA LINHA AMARELA COM HORARIO;colocar;COLOCAR;un;1.00
4310006132;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;4.20
4310008135;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;2.00
4310008135;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;2.00
4310025137;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
4310025137;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;2.00
4310025137;REGULAMENTACAO, PLACAS DE; DÊ A PREFERÊNCIA  ( LADO DE 45,0 CM );retirar;RETIRAR;un;2.00
4310025137;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - A QUALQUER HORA - INICIO;retirar;RETIRAR;un;2.00
4310025137;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - A QUALQUER HORA - TERMINO;retirar;RETIRAR;un;1.00
4310025137;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;2.00
4310025137;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
4310025137;REGULAMENTACAO, PLACAS DE;SENTIDO CIRCULAR NA ROTATÓRIA;colocar;COLOCAR;un;3.00
4310025137;REGULAMENTACAO, PLACAS DE;"SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO - "" DE A PREFERÊNCIA """;retirar;RETIRAR;un;1.00
4310025137;REGULAMENTACAO, PLACAS DE;"SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO - "" DE A PREFERÊNCIA """;colocar;COLOCAR;un;3.00
4310034136;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;22.40
4310046134;TACHAS;TACHA BIDIRECIONAL AMARELA  - TIPO I;colocar;COLOCAR;pc;4.00
4310046134;TACHAS;TACHA BIDIRECIONAL AMARELA  - TIPO I;recolocar;RECOLOCAR;pc;19.00
4310069134;BRAÇOS;"BRAÇO PROJETADO EM SPU ( ALTURA LIVRE = 4,5 M ) - BR 3"" X 2.70 M";remanejar;REMANEJAR;un;1.00
4310069134;ESPECIAIS,PLACAS;CUIDADO  PEDESTRES;colocar;COLOCAR;un;1.00
4310069134;REGULAMENTACAO, PLACAS DE;PROIBIDO O TRANSITO DE VEICULOS DE CARGA, EXCETO VEICULOS AUTORIZADOS;remanejar;REMANEJAR;un;1.00
4310077137;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
4310077137;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - CAMINHOES;colocar;COLOCAR;un;2.00
4310078133;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;1.00
4310078133;ESPECIAIS,PLACAS;Seja Breve no Embarque e Desembarque;recolocar;RECOLOCAR;un;1.00
4310078133;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - NA LINHA AMARELA COM HORARIO;remanejar;REMANEJAR;un;1.00
4310082130;ESPECIAIS,PLACAS;Seja Breve no Embarque e Desembarque;remanejar;REMANEJAR;un;1.00
4310082130;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;1.40
4310082130;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;0.40
4310085130;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
4310085130;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - NA LINHA BRANCA - VEICULO ESCOLAR - COM 01 HORARIO;retirar;RETIRAR;un;1.00
4310089062;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;118.91
4310089062;EXTRUDADO;EXTRUDADO;repint slg;REPINTAR SIMBOLOS E LEGENDAS;m2;11.81
4310089062;EXTRUDADO;EXTRUDADO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;145.52
4310089062;EXTRUDADO;EXTRUDADO;apagar;APAGAR;m2;60.38
